Date,Véhicule,Immatriculation,Type,Modèle,Conducteur,Départ,Arrivée,Zone Départ,Zone Arrivée,Distance (km),Durée Trajet,Durée Arrêts,Nombre Arrêts,Vitesse Moy (km/h),Vitesse Max (km/h),Carburant (L),Conso Moy (L/100km),Temps Ralenti (min),Excès Vitesse (nb),Freinages Brusques,Accélérations Brusques,Score Conduite
2025-12-13,SOC-009,DK-9129-DE,Camion Benne,Mercedes Actros,Abdou Gueye,13:27,15:01,Grand Yoff,Guédiawaye,12.79,1:34:00,2:05:00,5,8.16,10.41,4.26,33.3390569794625,22,0,0,0,95
2025-12-13,SOC-010,DK-3338-CE,Chariot Élévateur,Mercedes Actros,Ibrahima Sarr,06:52,08:36,Plateau (Dakar),Port de Dakar,80.06,1:44:00,0:54:00,2,46.19,60.41,12.18,15.20850092075422,19,0,7,4,95
2025-12-13,SOC-012,DK-3068-NW,Camion Benne,Renault Master,Khadija Kane,12:23,13:05,Thiaroye,Pikine,115.87,0:42:00,0:00:00,0,165.53,194.8,31.77,27.422950420791718,25,0,0,0,79
2025-12-13,SOC-013,DK-8777-SQ,Chariot Élévateur,Volvo FH16,Moussa Diouf,09:26,09:49,Diamniadio,SOCOCIM Rufisque,18.49,0:23:00,0:25:00,5,48.23,57.74,3.48,18.824054161717246,22,0,7,0,81
2025-12-13,SOC-013,DK-8777-SQ,Chariot Élévateur,Volvo FH16,Khadija Kane,09:22,10:00,Guédiawaye,SOCOCIM Rufisque,142.81,0:38:00,0:19:00,1,225.49,292.56,25.03,17.528220136469063,19,3,6,0,95
2025-12-13,SOC-013,DK-8777-SQ,Chariot Élévateur,Volvo FH16,Ousmane Fall,08:14,11:06,Plateau (Dakar),Diamniadio,97.69,2:52:00,0:40:00,2,34.08,43.1,17.39,17.806046295550033,21,0,5,0,70
2025-12-13,SOC-014,DK-6710-OT,Camion Benne,Renault Master,Mariama Wade,09:58,10:18,Guédiawaye,Plateau (Dakar),55.96,0:20:00,2:20:00,5,167.88,191.12,15.0,26.79643354955121,28,0,0,0,76
2025-12-13,SOC-015,DK-3180-MJ,Camion Benne,Hyster H50,Ndèye Mbaye,11:47,13:10,Bargny,Yeumbeul,70.03,1:23:00,0:00:00,0,50.62,68.8,20.61,29.431382187334243,17,0,0,0,67
2025-12-13,SOC-015,DK-3180-MJ,Camion Benne,Hyster H50,Mariama Wade,16:11,18:18,Grand Yoff,Pikine,51.35,2:07:00,0:24:00,2,24.26,31.64,13.39,26.071486778011113,23,0,6,1,64
2025-12-13,SOC-015,DK-3180-MJ,Camion Benne,Hyster H50,Aminata Sy,09:09,11:53,Sébikotane,Keur Massar,148.14,2:44:00,1:44:00,4,54.2,68.5,51.03,34.44577149408862,6,1,0,5,90
2025-12-14,SOC-001,DK-2701-OW,Chariot Élévateur,Renault Master,Babacar Sow,13:13,14:33,Almadies,Port de Dakar,141.85,1:20:00,0:10:00,1,106.39,121.14,21.41,15.096326019568743,5,0,0,0,69
2025-12-14,SOC-001,DK-2701-OW,Chariot Élévateur,Renault Master,Khadija Kane,15:33,17:42,SOCOCIM Rufisque,Pikine,73.96,2:09:00,0:12:00,1,34.4,41.94,14.04,18.982877823054118,17,0,7,0,76
2025-12-14,SOC-002,DK-4406-ZL,Véhicule Léger,Hyster H50,Alioune Seck,17:45,18:26,Keur Massar,Almadies,106.42,0:41:00,0:48:00,2,155.74,213.5,9.62,9.04340889529569,7,0,1,6,91
2025-12-14,SOC-002,DK-4406-ZL,Véhicule Léger,Hyster H50,Mamadou Diop,09:03,10:34,Yeumbeul,Parcelles Assainies,105.26,1:31:00,0:00:00,0,69.4,79.52,11.18,10.617349644634452,20,0,0,0,95
2025-12-14,SOC-002,DK-4406-ZL,Véhicule Léger,Hyster H50,Mamadou Diop,14:10,15:38,Yeumbeul,SOCOCIM Rufisque,27.25,1:28:00,0:06:00,1,18.58,22.56,2.75,10.092265442602267,23,0,7,0,79
2025-12-14,SOC-002,DK-4406-ZL,Véhicule Léger,Hyster H50,Ibrahima Sarr,10:56,11:39,Plateau (Dakar),Almadies,66.82,0:43:00,0:36:00,4,93.24,120.66,6.45,9.655928882283577,30,0,6,2,72
2025-12-14,SOC-003,DK-5264-JU,Camion Ciment,Mercedes Actros,Babacar Sow,08:20,08:49,Almadies,Keur Massar,26.28,0:29:00,0:22:00,1,54.37,63.24,7.14,27.173119006100254,14,0,7,0,61
2025-12-14,SOC-003,DK-5264-JU,Camion Ciment,Mercedes Actros,Alioune Seck,06:47,07:06,Plateau (Dakar),SOCOCIM Rufisque,9.7,0:19:00,0:40:00,5,30.63,37.32,3.03,31.242006945173397,28,2,1,0,89
2025-12-14,SOC-003,DK-5264-JU,Camion Ciment,Mercedes Actros,Mariama Wade,14:23,17:23,Keur Massar,Thiaroye,22.14,3:00:00,0:00:00,0,7.38,9.7,6.63,29.944232713679483,6,0,0,0,99
2025-12-14,SOC-004,DK-7162-IQ,Camion Ciment,Renault Master,Alioune Seck,18:31,20:09,Pikine,Yeumbeul,90.58,1:38:00,0:29:00,1,55.46,70.72,25.78,28.456564094495587,28,0,8,1,60
2025-12-14,SOC-004,DK-7162-IQ,Camion Ciment,Renault Master,Aïssatou Ba,12:50,15:12,Keur Massar,Pikine,64.66,2:22:00,1:15:00,5,27.32,36.81,21.68,33.53270542610288,28,0,0,0,65
2025-12-14,SOC-004,DK-7162-IQ,Camion Ciment,Renault Master,Ndèye Mbaye,11:29,14:22,Diamniadio,Grand Yoff,123.36,2:53:00,0:56:00,2,42.78,51.21,39.84,32.29973169077225,9,2,0,0,93
2025-12-14,SOC-004,DK-7162-IQ,Camion Ciment,Renault Master,Alioune Seck,07:09,07:48,Plateau (Dakar),Yeumbeul,10.94,0:39:00,0:00:00,0,16.83,19.39,3.07,28.023794915672582,26,0,0,6,100
2025-12-14,SOC-005,DK-6497-PB,Véhicule Léger,Hyster H50,Aïssatou Ba,11:13,12:46,Guédiawaye,Diamniadio,44.95,1:33:00,0:42:00,3,29.0,38.17,5.32,11.825125696520878,15,0,0,0,93
2025-12-14,SOC-005,DK-6497-PB,Véhicule Léger,Hyster H50,Astou Diallo,16:38,17:32,Bargny,Plateau (Dakar),49.31,0:54:00,0:44:00,2,54.79,73.95,4.17,8.462649243259898,5,1,7,0,98
2025-12-14,SOC-005,DK-6497-PB,Véhicule Léger,Hyster H50,Astou Diallo,10:45,13:24,Keur Massar,Almadies,27.05,2:39:00,1:05:00,5,10.21,11.38,2.35,8.698105028262123,11,0,0,0,79
2025-12-14,SOC-005,DK-6497-PB,Véhicule Léger,Hyster H50,Ibrahima Sarr,08:13,10:45,Mbao,Almadies,46.16,2:32:00,0:32:00,4,18.22,21.18,5.15,11.165980716853483,8,1,0,0,74
2025-12-14,SOC-005,DK-6497-PB,Véhicule Léger,Hyster H50,Fatou Sall,15:26,17:29,Yeumbeul,Plateau (Dakar),47.43,2:03:00,0:28:00,1,23.14,28.98,5.41,11.413602373496145,20,0,5,0,79
2025-12-14,SOC-008,DK-8462-JA,Véhicule Léger,Renault Master,Cheikh Ndiaye,06:48,09:08,Pikine,Parcelles Assainies,96.25,2:20:00,0:27:00,3,41.25,51.23,7.85,8.1519663346799,13,0,0,0,73
2025-12-14,SOC-008,DK-8462-JA,Véhicule Léger,Renault Master,Fatou Sall,13:30,15:33,Diamniadio,Mbao,73.77,2:03:00,0:00:00,0,35.99,43.03,6.87,9.305984636579304,13,0,0,0,68
2025-12-14,SOC-008,DK-8462-JA,Véhicule Léger,Renault Master,Astou Diallo,15:23,17:34,Pikine,Bargny,82.44,2:11:00,0:42:00,2,37.76,44.83,7.69,9.330511585327175,18,1,0,0,97
2025-12-14,SOC-008,DK-8462-JA,Véhicule Léger,Renault Master,Cheikh Ndiaye,18:44,21:19,Thiaroye,Mbao,60.45,2:35:00,1:40:00,4,23.4,31.08,5.88,9.723628396118714,14,0,0,6,76
2025-12-14,SOC-008,DK-8462-JA,Véhicule Léger,Renault Master,Fatou Sall,15:21,16:54,Almadies,Mbao,46.83,1:33:00,0:28:00,2,30.21,40.39,4.52,9.65355014406289,18,5,1,0,78
2025-12-14,SOC-009,DK-9129-DE,Camion Benne,Mercedes Actros,Ibrahima Sarr,08:32,10:48,Port de Dakar,Diamniadio,67.55,2:16:00,2:25:00,5,29.8,38.26,21.62,32.01188523816573,27,0,2,0,70
2025-12-14,SOC-009,DK-9129-DE,Camion Benne,Mercedes Actros,Mariama Wade,15:28,16:35,Guédiawaye,SOCOCIM Rufisque,85.78,1:07:00,0:57:00,3,76.82,96.56,22.31,26.008539320639887,18,1,0,0,97
2025-12-14,SOC-009,DK-9129-DE,Camion Benne,Mercedes Actros,Aïssatou Ba,09:56,12:16,Bargny,Mbao,94.38,2:20:00,0:00:00,0,40.45,49.91,25.46,26.980070484002383,24,0,0,4,87
2025-12-14,SOC-009,DK-9129-DE,Camion Benne,Mercedes Actros,Alioune Seck,07:05,07:34,Mbao,Almadies,38.89,0:29:00,1:24:00,3,80.46,99.36,10.09,25.939399701984616,28,4,7,4,93
2025-12-14,SOC-010,DK-3338-CE,Chariot Élévateur,Mercedes Actros,Alioune Seck,13:30,14:13,Mbao,Parcelles Assainies,89.3,0:43:00,0:26:00,1,124.6,160.79,14.08,15.76514350520856,6,3,0,0,63
2025-12-14,SOC-010,DK-3338-CE,Chariot Élévateur,Mercedes Actros,Astou Diallo,07:21,09:39,Almadies,Guédiawaye,38.62,2:18:00,0:27:00,1,16.79,21.84,7.19,18.626910916676817,10,2,0,0,84
2025-12-14,SOC-010,DK-3338-CE,Chariot Élévateur,Mercedes Actros,Abdou Gueye,15:41,16:14,Port de Dakar,Guédiawaye,96.16,0:33:00,0:18:00,2,174.84,237.29,17.98,18.697048411817335,14,1,0,0,89
2025-12-14,SOC-010,DK-3338-CE,Chariot Élévateur,Mercedes Actros,Abdou Gueye,14:45,17:45,Mbao,Yeumbeul,93.02,3:00:00,2:15:00,5,31.01,37.2,15.62,16.7956865577055,14,0,0,0,82
2025-12-14,SOC-012,DK-3068-NW,Camion Benne,Renault Master,Mariama Wade,16:05,16:32,Pikine,Guédiawaye,124.26,0:27:00,0:13:00,1,276.13,315.02,36.64,29.484097178489485,27,2,8,0,89
2025-12-14,SOC-012,DK-3068-NW,Camion Benne,Renault Master,Mamadou Diop,11:14,12:41,Almadies,Pikine,144.28,1:27:00,0:36:00,4,99.5,134.88,46.49,32.224941706299546,11,4,0,0,83
2025-12-14,SOC-012,DK-3068-NW,Camion Benne,Renault Master,Fatou Sall,16:59,19:56,Grand Yoff,Mbao,74.84,2:57:00,0:38:00,2,25.37,31.71,23.8,31.79736172848051,21,0,0,0,64
2025-12-14,SOC-013,DK-8777-SQ,Chariot Élévateur,Volvo FH16,Babacar Sow,07:04,08:33,Bargny,Almadies,32.04,1:29:00,0:22:00,1,21.6,28.64,6.19,19.308073132544056,24,0,0,0,94
2025-12-14,SOC-013,DK-8777-SQ,Chariot Élévateur,Volvo FH16,Astou Diallo,16:26,16:59,Parcelles Assainies,Mbao,57.69,0:33:00,0:39:00,3,104.89,133.56,10.92,18.93655865265836,16,0,6,2,64
2025-12-14,SOC-013,DK-8777-SQ,Chariot Élévateur,Volvo FH16,Cheikh Ndiaye,12:20,13:05,Yeumbeul,Parcelles Assainies,69.36,0:45:00,1:16:00,4,92.48,115.15,12.24,17.64210333936367,14,4,7,0,72
2025-12-14,SOC-013,DK-8777-SQ,Chariot Élévateur,Volvo FH16,Mamadou Diop,13:02,15:34,Guédiawaye,Diamniadio,114.02,2:32:00,0:48:00,3,45.01,62.46,20.3,17.80173798828656,21,0,0,0,67
2025-12-14,SOC-013,DK-8777-SQ,Chariot Élévateur,Volvo FH16,Abdou Gueye,09:24,10:56,Bargny,Parcelles Assainies,42.78,1:32:00,1:09:00,3,27.9,38.45,7.77,18.156859780999103,19,0,0,4,85
2025-12-14,SOC-015,DK-3180-MJ,Camion Benne,Hyster H50,Ousmane Fall,12:17,13:17,Guédiawaye,Thiaroye,65.74,1:00:00,1:30:00,5,65.74,77.77,19.4,29.511905796310103,16,0,0,2,78
2025-12-14,SOC-015,DK-3180-MJ,Camion Benne,Hyster H50,Alioune Seck,16:25,17:27,Mbao,Keur Massar,60.05,1:02:00,0:28:00,1,58.11,73.56,17.93,29.85203144629135,30,0,3,0,65
2025-12-15,SOC-001,DK-2701-OW,Chariot Élévateur,Renault Master,Astou Diallo,11:35,13:42,Sébikotane,Bargny,130.05,2:07:00,1:00:00,2,61.44,74.59,23.43,18.01920739674125,30,0,0,0,92
2025-12-15,SOC-001,DK-2701-OW,Chariot Élévateur,Renault Master,Ousmane Fall,12:09,14:19,Pikine,Grand Yoff,137.85,2:10:00,0:42:00,3,63.62,72.49,22.71,16.471165330453697,13,0,0,2,68
2025-12-15,SOC-001,DK-2701-OW,Chariot Élévateur,Renault Master,Mariama Wade,18:46,21:11,Parcelles Assainies,Port de Dakar,96.92,2:25:00,1:20:00,5,40.1,46.58,18.62,19.213795591592966,13,0,5,0,91
2025-12-15,SOC-001,DK-2701-OW,Chariot Élévateur,Renault Master,Mamadou Diop,10:13,11:11,Keur Massar,Mbao,26.39,0:58:00,0:38:00,2,27.3,32.72,4.37,16.55516094358671,19,0,0,0,60
2025-12-15,SOC-001,DK-2701-OW,Chariot Élévateur,Renault Master,Abdou Gueye,09:55,10:55,Pikine,Mbao,26.31,1:00:00,0:30:00,5,26.31,34.41,5.0,19.0073895724365,27,2,0,0,100
2025-12-15,SOC-002,DK-4406-ZL,Véhicule Léger,Hyster H50,Ousmane Fall,12:04,12:30,Pikine,Thiaroye,90.89,0:26:00,0:20:00,4,209.75,287.67,8.9,9.794150642879458,18,2,3,0,72
2025-12-15,SOC-002,DK-4406-ZL,Véhicule Léger,Hyster H50,Fatou Sall,18:21,18:51,Thiaroye,Sébikotane,82.57,0:30:00,0:29:00,1,165.14,197.14,8.25,9.988496603946142,21,0,0,0,61
2025-12-15,SOC-002,DK-4406-ZL,Véhicule Léger,Hyster H50,Cheikh Ndiaye,10:56,13:38,Almadies,Parcelles Assainies,107.29,2:42:00,0:10:00,2,39.74,53.32,10.76,10.030060751520484,27,0,3,0,96
2025-12-15,SOC-002,DK-4406-ZL,Véhicule Léger,Hyster H50,Ousmane Fall,14:15,14:50,Diamniadio,Bargny,11.37,0:35:00,0:13:00,1,19.49,23.28,0.94,8.275065846143626,24,0,4,0,66
2025-12-15,SOC-002,DK-4406-ZL,Véhicule Léger,Hyster H50,Mariama Wade,15:07,17:47,Guédiawaye,Bargny,17.74,2:40:00,1:48:00,4,6.65,9.17,1.49,8.423037815236054,23,0,8,0,78
2025-12-15,SOC-003,DK-5264-JU,Camion Ciment,Mercedes Actros,Alioune Seck,13:28,15:55,SOCOCIM Rufisque,Keur Massar,85.74,2:27:00,1:10:00,5,35.0,48.84,27.73,32.34349167592891,30,0,0,1,87
2025-12-15,SOC-003,DK-5264-JU,Camion Ciment,Mercedes Actros,Mariama Wade,10:20,10:39,Parcelles Assainies,Guédiawaye,94.58,0:19:00,0:26:00,1,298.67,399.1,25.27,26.722419953002763,9,3,5,0,92
2025-12-15,SOC-003,DK-5264-JU,Camion Ciment,Mercedes Actros,Babacar Sow,12:03,13:13,Guédiawaye,Almadies,91.79,1:10:00,0:28:00,4,78.68,99.38,24.24,26.403880133208705,28,0,0,1,68
2025-12-15,SOC-005,DK-6497-PB,Véhicule Léger,Hyster H50,Cheikh Ndiaye,18:39,19:56,Diamniadio,Pikine,103.79,1:17:00,0:40:00,5,80.88,105.49,11.1,10.694523894235914,17,0,0,0,90
2025-12-15,SOC-005,DK-6497-PB,Véhicule Léger,Hyster H50,Babacar Sow,15:58,16:21,Mbao,SOCOCIM Rufisque,126.6,0:23:00,0:36:00,2,330.26,388.4,15.15,11.963731921057775,8,0,0,0,68
2025-12-15,SOC-006,DK-2604-SY,Chariot Élévateur,Volvo FH16,Khadija Kane,11:28,11:58,Yeumbeul,Thiaroye,11.6,0:30:00,1:30:00,3,23.2,30.41,1.83,15.802303136660548,15,0,8,0,65
2025-12-15,SOC-007,DK-8504-WU,Camion Ciment,Mercedes Actros,Aminata Sy,18:42,20:14,Yeumbeul,Mbao,30.73,1:32:00,0:00:00,0,20.04,23.69,9.88,32.161760074781355,28,0,0,5,60
2025-12-15,SOC-009,DK-9129-DE,Camion Benne,Mercedes Actros,Aïssatou Ba,12:08,13:31,Sébikotane,Almadies,80.25,1:23:00,1:00:00,4,58.01,73.87,27.52,34.28833012435168,22,0,0,2,71
2025-12-15,SOC-009,DK-9129-DE,Camion Benne,Mercedes Actros,Fatou Sall,07:56,10:30,Diamniadio,Keur Massar,97.47,2:34:00,0:14:00,1,37.98,43.74,27.55,28.267973201125027,13,0,0,0,88
2025-12-15,SOC-009,DK-9129-DE,Camion Benne,Mercedes Actros,Aminata Sy,09:19,09:44,Pikine,Thiaroye,72.07,0:25:00,1:40:00,4,172.97,220.61,24.43,33.89489213885906,15,0,0,0,64
2025-12-15,SOC-009,DK-9129-DE,Camion Benne,Mercedes Actros,Babacar Sow,10:36,13:12,Port de Dakar,Parcelles Assainies,28.18,2:36:00,0:10:00,2,10.84,14.89,8.47,30.052325738091106,12,5,0,0,87
2025-12-15,SOC-009,DK-9129-DE,Camion Benne,Mercedes Actros,Khadija Kane,11:16,13:21,Sébikotane,Pikine,145.18,2:05:00,2:10:00,5,69.69,90.19,36.5,25.138558874661808,14,0,0,0,63
2025-12-15,SOC-011,DK-7433-NO,Véhicule Léger,Volvo FH16,Astou Diallo,07:24,08:17,Port de Dakar,Almadies,5.27,0:53:00,0:27:00,1,5.97,6.67,0.5,9.467877076504918,5,0,0,0,61
2025-12-15,SOC-011,DK-7433-NO,Véhicule Léger,Volvo FH16,Ibrahima Sarr,10:36,12:01,Port de Dakar,Grand Yoff,148.87,1:25:00,1:55:00,5,105.08,136.7,16.16,10.855979008545429,16,0,6,0,82
2025-12-15,SOC-011,DK-7433-NO,Véhicule Léger,Volvo FH16,Ndèye Mbaye,14:35,17:07,Sébikotane,Almadies,97.73,2:32:00,1:28:00,4,38.58,45.96,10.43,10.67133819472412,12,0,2,6,94
2025-12-15,SOC-011,DK-7433-NO,Véhicule Léger,Volvo FH16,Ousmane Fall,08:14,08:38,Guédiawaye,Bargny,92.39,0:24:00,1:00:00,5,230.97,323.16,10.22,11.05915723686957,21,0,0,1,62
2025-12-15,SOC-013,DK-8777-SQ,Chariot Élévateur,Volvo FH16,Babacar Sow,15:00,18:00,Guédiawaye,Keur Massar,112.55,3:00:00,0:14:00,1,37.52,43.33,19.59,17.40461400763537,27,0,0,0,68
2025-12-15,SOC-013,DK-8777-SQ,Chariot Élévateur,Volvo FH16,Ousmane Fall,18:40,19:52,SOCOCIM Rufisque,Sébikotane,93.2,1:12:00,0:00:00,0,77.67,108.72,16.64,17.855499560814113,18,4,0,0,100
2025-12-15,SOC-013,DK-8777-SQ,Chariot Élévateur,Volvo FH16,Khadija Kane,07:58,09:01,Port de Dakar,Yeumbeul,148.4,1:03:00,1:12:00,4,141.33,170.87,26.54,17.885184622700663,11,0,0,5,85
2025-12-15,SOC-013,DK-8777-SQ,Chariot Élévateur,Volvo FH16,Mariama Wade,17:52,18:47,Sébikotane,Yeumbeul,31.71,0:55:00,0:10:00,2,34.59,41.52,5.05,15.920993699454728,16,0,0,0,73
2025-12-15,SOC-013,DK-8777-SQ,Chariot Élévateur,Volvo FH16,Mamadou Diop,16:20,16:46,Mbao,Grand Yoff,15.77,0:26:00,2:10:00,5,36.39,46.92,3.05,19.318858517166518,19,4,0,4,98
2025-12-15,SOC-015,DK-3180-MJ,Camion Benne,Hyster H50,Babacar Sow,09:34,12:03,Keur Massar,Plateau (Dakar),89.34,2:29:00,0:55:00,5,35.98,43.47,29.67,33.208530008044626,21,3,1,0,81
2025-12-15,SOC-015,DK-3180-MJ,Camion Benne,Hyster H50,Alioune Seck,12:03,14:00,Thiaroye,Grand Yoff,39.64,1:57:00,0:00:00,0,20.33,26.19,13.45,33.93999900838507,28,0,5,0,91
2025-12-16,SOC-001,DK-2701-OW,Chariot Élévateur,Renault Master,Cheikh Ndiaye,14:01,14:49,Thiaroye,Pikine,115.08,0:48:00,1:08:00,4,143.85,172.31,19.97,17.351016373574982,9,0,7,0,77
2025-12-16,SOC-001,DK-2701-OW,Chariot Élévateur,Renault Master,Babacar Sow,10:52,12:23,Diamniadio,Almadies,103.19,1:31:00,1:28:00,4,68.04,89.59,17.34,16.808601652621327,29,0,0,3,67
2025-12-16,SOC-001,DK-2701-OW,Chariot Élévateur,Renault Master,Mamadou Diop,14:59,17:01,Keur Massar,Bargny,110.05,2:02:00,0:54:00,2,54.12,70.76,18.95,17.216011023266617,8,0,0,3,89
2025-12-16,SOC-001,DK-2701-OW,Chariot Élévateur,Renault Master,Ibrahima Sarr,17:41,20:18,Almadies,Yeumbeul,70.36,2:37:00,0:22:00,1,26.89,32.46,12.01,17.071530731606586,20,2,0,4,95
2025-12-16,SOC-002,DK-4406-ZL,Véhicule Léger,Hyster H50,Aminata Sy,11:15,14:07,Port de Dakar,Guédiawaye,85.16,2:52:00,0:21:00,1,29.71,33.3,10.06,11.816311148977501,24,0,8,1,60
2025-12-16,SOC-002,DK-4406-ZL,Véhicule Léger,Hyster H50,Ibrahima Sarr,10:58,12:04,SOCOCIM Rufisque,Sébikotane,132.55,1:06:00,2:10:00,5,120.5,161.27,14.22,10.731352816732844,23,0,0,3,88
2025-12-16,SOC-002,DK-4406-ZL,Véhicule Léger,Hyster H50,Mariama Wade,08:27,09:12,Diamniadio,Yeumbeul,133.47,0:45:00,0:14:00,2,177.96,220.23,15.41,11.545920407865854,9,0,6,2,64
2025-12-16,SOC-003,DK-5264-JU,Camion Ciment,Mercedes Actros,Mariama Wade,16:24,18:06,Port de Dakar,Plateau (Dakar),47.53,1:42:00,1:44:00,4,27.96,38.88,14.8,31.128054396872706,15,0,0,0,87
2025-12-16,SOC-003,DK-5264-JU,Camion Ciment,Mercedes Actros,Cheikh Ndiaye,17:20,18:36,Plateau (Dakar),Guédiawaye,61.9,1:16:00,1:27:00,3,48.87,62.94,15.91,25.69736861501581,27,5,0,3,79
2025-12-16,SOC-003,DK-5264-JU,Camion Ciment,Mercedes Actros,Ibrahima Sarr,07:52,09:01,Mbao,Bargny,124.44,1:09:00,0:56:00,4,108.21,141.55,38.07,30.591702998553572,13,0,0,0,87
2025-12-16,SOC-004,DK-7162-IQ,Camion Ciment,Renault Master,Fatou Sall,13:29,14:10,Parcelles Assainies,Plateau (Dakar),17.05,0:41:00,0:46:00,2,24.95,33.75,5.26,30.82165457776572,25,0,3,0,61
2025-12-16,SOC-004,DK-7162-IQ,Camion Ciment,Renault Master,Ibrahima Sarr,14:19,15:22,Port de Dakar,Grand Yoff,142.41,1:03:00,0:00:00,0,135.63,182.56,46.46,32.6243719610575,14,0,0,0,81
2025-12-16,SOC-005,DK-6497-PB,Véhicule Léger,Hyster H50,Babacar Sow,11:24,14:02,Yeumbeul,Thiaroye,37.23,2:38:00,1:55:00,5,14.14,15.7,4.01,10.76292303800945,13,0,0,3,87
2025-12-16,SOC-005,DK-6497-PB,Véhicule Léger,Hyster H50,Aïssatou Ba,15:13,17:23,SOCOCIM Rufisque,Parcelles Assainies,50.87,2:10:00,0:54:00,2,23.48,30.34,4.4,8.650268834146267,27,0,5,0,67
2025-12-16,SOC-005,DK-6497-PB,Véhicule Léger,Hyster H50,Ousmane Fall,09:00,10:05,Almadies,Sébikotane,137.08,1:05:00,0:15:00,1,126.54,146.46,12.66,9.235699906827838,27,0,6,0,77
2025-12-16,SOC-006,DK-2604-SY,Chariot Élévateur,Volvo FH16,Ibrahima Sarr,07:21,07:41,Bargny,Yeumbeul,57.98,0:20:00,0:14:00,1,173.94,237.69,11.17,19.258393541002164,22,1,2,0,95
2025-12-16,SOC-009,DK-9129-DE,Camion Benne,Mercedes Actros,Mariama Wade,09:22,11:37,Grand Yoff,Sébikotane,50.79,2:15:00,1:25:00,5,22.57,27.79,13.2,25.984745062806795,27,0,0,1,70
2025-12-16,SOC-011,DK-7433-NO,Véhicule Léger,Volvo FH16,Ndèye Mbaye,17:31,19:30,Mbao,Thiaroye,120.79,1:59:00,0:13:00,1,60.9,80.24,12.42,10.280541203235465,21,1,6,5,61
2025-12-16,SOC-011,DK-7433-NO,Véhicule Léger,Volvo FH16,Ousmane Fall,08:42,10:02,Pikine,Almadies,44.27,1:20:00,0:13:00,1,33.2,40.32,4.83,10.914514220792174,8,0,0,0,97
2025-12-16,SOC-011,DK-7433-NO,Véhicule Léger,Volvo FH16,Aïssatou Ba,16:26,16:51,Sébikotane,Yeumbeul,116.33,0:25:00,1:16:00,4,279.19,390.57,12.76,10.969956976085758,6,0,4,5,77
2025-12-16,SOC-012,DK-3068-NW,Camion Benne,Renault Master,Khadija Kane,11:20,13:10,Parcelles Assainies,Port de Dakar,62.87,1:50:00,0:12:00,1,34.29,38.94,21.35,33.95817889481759,26,0,8,1,63
2025-12-16,SOC-012,DK-3068-NW,Camion Benne,Renault Master,Astou Diallo,10:56,12:10,Diamniadio,Keur Massar,37.18,1:14:00,0:24:00,3,30.15,33.34,11.07,29.771750286513363,14,0,0,4,100
2025-12-16,SOC-012,DK-3068-NW,Camion Benne,Renault Master,Mariama Wade,07:41,09:42,Port de Dakar,Sébikotane,124.44,2:01:00,0:00:00,0,61.71,77.97,32.06,25.76116946357946,26,5,8,0,63
2025-12-16,SOC-012,DK-3068-NW,Camion Benne,Renault Master,Aïssatou Ba,06:41,07:45,Grand Yoff,Thiaroye,6.24,1:04:00,0:20:00,1,5.85,8.17,1.89,30.224157813780298,6,5,0,6,76
2025-12-16,SOC-012,DK-3068-NW,Camion Benne,Renault Master,Ndèye Mbaye,12:53,13:29,Bargny,Guédiawaye,132.37,0:36:00,0:24:00,4,220.62,276.93,38.89,29.380700750444014,22,0,0,2,70
2025-12-16,SOC-013,DK-8777-SQ,Chariot Élévateur,Volvo FH16,Fatou Sall,18:47,20:45,Mbao,Almadies,63.78,1:58:00,0:00:00,0,32.43,40.28,10.36,16.247329753755455,29,0,0,0,81
2025-12-16,SOC-013,DK-8777-SQ,Chariot Élévateur,Volvo FH16,Ndèye Mbaye,18:03,20:48,Almadies,Parcelles Assainies,44.88,2:45:00,1:00:00,4,16.32,18.48,7.56,16.839714919439142,9,0,0,0,94
2025-12-16,SOC-013,DK-8777-SQ,Chariot Élévateur,Volvo FH16,Aïssatou Ba,07:24,08:45,Thiaroye,Guédiawaye,15.93,1:21:00,0:55:00,5,11.8,13.2,2.73,17.13885192000272,29,0,8,2,66
2025-12-16,SOC-013,DK-8777-SQ,Chariot Élévateur,Volvo FH16,Aïssatou Ba,13:52,15:22,Almadies,Guédiawaye,85.95,1:30:00,0:00:00,0,57.3,75.29,14.78,17.19679249094233,16,0,7,0,84
2025-12-16,SOC-014,DK-6710-OT,Camion Benne,Renault Master,Khadija Kane,18:33,18:54,Grand Yoff,Yeumbeul,149.36,0:21:00,0:12:00,2,426.74,585.98,44.89,30.0538250835896,30,0,7,5,92
2025-12-16,SOC-014,DK-6710-OT,Camion Benne,Renault Master,Mariama Wade,17:54,20:10,Guédiawaye,Parcelles Assainies,9.37,2:16:00,2:25:00,5,4.13,5.57,3.01,32.105875373935255,28,0,6,4,69
2025-12-16,SOC-014,DK-6710-OT,Camion Benne,Renault Master,Babacar Sow,06:48,09:47,SOCOCIM Rufisque,Almadies,103.64,2:59:00,0:00:00,0,34.74,38.72,32.38,31.23875583635799,9,0,2,4,88
2025-12-16,SOC-014,DK-6710-OT,Camion Benne,Renault Master,Mamadou Diop,10:27,11:19,Plateau (Dakar),Thiaroye,85.1,0:52:00,1:20:00,4,98.19,126.67,23.58,27.712133352814618,18,0,0,0,70
